name,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,count0,count0.25,count0.5,count1,count2,Count4,Combined_score_1,attack,defense,base_happiness,hp,special_attack,special_defense,speed,capture_rate,cap_rate_normalized,Combined_score_2,classfication,experience_growth,height,japanese_name,percentage_male,pokedex_number,type1,type2,weight_kg,generation,is_legendary
Dodrio,"['Run Away', 'Early Bird', 'Tangled Feet']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,2,0,2,11,3,0,130,110,70,70,60,60,60,110,45,60.48829123,553.333,Triple Bird Pokémon,1000000,1.8,Dodorioドードリオ,50,85,normal,flying,85.2,1,0
Seel,"['Thick Fat', 'Hydration', 'Ice Body']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,0,0,4,12,2,0,84,45,55,70,65,45,70,45,190,43.88363883,398.158,Sea Lion Pokémon,1000000,1.1,Pawouパウワウ,50,86,water,,90,1,0
Dewgong,"['Thick Fat', 'Hydration', 'Ice Body']",1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,0,1,1,12,4,0,80,70,80,70,90,70,95,70,75,53.33159079,553,Sea Lion Pokémon,1000000,1.7,Jugonジュゴン,50,87,water,ice,120,1,0
Grimer,"['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,0,0,5,11,2,0,88,80,50,70,80,40,50,25,190,43.88363883,398.158,Sludge Pokémon,1000000,,Betbeterベトベター,50,88,poison,poison,,1,0
Muk,"['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,0,0,5,11,2,0,88,105,75,70,105,65,100,50,75,53.33159079,578,Sludge Pokémon,1000000,,Betbetonベトベトン,50,89,poison,poison,,1,0
Shellder,"['Shell Armor', 'Skill Link', 'Overcoat']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,0,0,4,12,2,0,84,65,100,70,30,45,25,40,190,43.88363883,378.158,Bivalve Pokémon,1250000,0.3,Shellderシェルダー,50,90,water,,4,1,0
Cloyster,"['Shell Armor', 'Skill Link', 'Overcoat']",1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,0,1,1,12,4,0,80,95,180,70,50,85,45,70,60,56.23818558,605,Bivalve Pokémon,1250000,1.5,Parshenパルシェン,50,91,water,ice,132.5,1,0
Gastly,['Levitate'],0.25,2,1,1,0.5,0,1,1,2,0.5,2,1,0,0.25,2,1,1,1,2,2,2,8,4,0,152,35,30,70,30,100,35,80,190,43.88363883,383.158,Gas Pokémon,1059860,1.3,Ghosゴース,50,92,ghost,poison,0.1,1,0
Haunter,['Levitate'],0.25,2,1,1,0.5,0,1,1,2,0.5,2,1,0,0.25,2,1,1,1,2,2,2,8,4,0,152,50,45,70,45,115,55,95,90,51.17072191,481.667,Gas Pokémon,1059860,1.6,Ghostゴースト,50,93,ghost,poison,0.1,1,0
Gengar,['Cursed Body'],0.25,2,1,1,0.5,0,1,1,2,0.5,2,1,0,0.25,2,1,1,1,2,2,2,8,4,0,152,65,80,70,60,170,95,130,45,60.48829123,683.333,Shadow Pokémon,1059860,1.5,Gangarゲンガー,50,94,ghost,poison,40.5,1,0
Onix,"['Rock Head', 'Sturdy', 'Weak Armor']",1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,1,1,4,6,4,2,114,45,160,70,35,30,45,70,45,60.48829123,468.333,Rock Snake Pokémon,1000000,8.8,Iwarkイワーク,50,95,rock,ground,210,1,0
Drowzee,"['Insomnia', 'Forewarn', 'Inner Focus']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,0,0,2,13,3,0,74,48,45,70,60,43,90,42,190,43.88363883,401.158,Hypnosis Pokémon,1000000,1,Sleepeスリープ,50,96,psychic,,32.4,1,0
Hypno,"['Insomnia', 'Forewarn', 'Inner Focus']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,0,0,2,13,3,0,74,73,70,70,85,73,115,67,75,53.33159079,561,Hypnosis Pokémon,1000000,1.6,Sleeperスリーパー,50,97,psychic,,75.6,1,0
Krabby,"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,0,0,4,12,2,0,84,105,90,70,30,25,25,50,225,42.51370769,397.667,River Crab Pokémon,1000000,0.4,Crabクラブ,50,98,water,,6.5,1,0
Kingler,"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,0,0,4,12,2,0,84,130,115,70,55,50,50,75,60,56.23818558,555,Pincer Pokémon,1000000,1.3,Kinglerキングラー,50,99,water,,60,1,0
Voltorb,"['Soundproof', 'Static', 'Aftermath']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,0,0,3,14,1,0,82,30,50,70,40,55,55,100,190,43.88363883,403.158,Ball Pokémon,1000000,0.5,Biriridamaビリリダマ,,100,electric,,10.4,1,0
Electrode,"['Soundproof', 'Static', 'Aftermath']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,0,0,3,14,1,0,82,50,70,70,60,80,80,150,60,56.23818558,570,Ball Pokémon,1000000,1.2,Marumineマルマイン,,101,electric,,66.6,1,0
Exeggcute,"['Chlorophyll', 'Harvest']",4,2,1,0.5,1,0.5,2,2,2,0.5,0.5,2,1,2,0.5,1,1,0.5,0,0,6,5,6,1,81,40,80,70,60,60,45,40,90,51.17072191,401.667,Egg Pokémon,1250000,0.4,Tamatamaタマタマ,50,102,grass,psychic,2.5,1,0
Exeggutor,"['Chlorophyll', 'Harvest', 'Frisk', 'Harvest']",4,2,1,0.5,1,0.5,2,2,2,0.5,0.5,2,1,2,0.5,1,1,0.5,0,0,6,5,6,1,81,105,85,70,95,125,75,45,45,60.48829123,613.333,Coconut Pokémon,1250000,,Nassyナッシー,50,103,grass,psychic,,1,0
Cubone,"['Rock Head', 'Lightningrod', 'Battle Armor']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,1,0,2,12,3,0,102,50,95,70,50,40,50,35,190,43.88363883,393.158,Lonely Pokémon,1000000,0.4,Karakaraカラカラ,50,104,ground,,6.5,1,0
Marowak,"['Rock Head', 'Lightningrod', 'Battle Armor', 'Cursed Body', 'Lightningrod', 'Rock Head']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,1,0,2,12,3,0,102,80,110,70,60,50,80,45,75,53.33159079,503,Bone Keeper Pokémon,1000000,,Garagaraガラガラ,50,105,ground,fire,,1,0
Hitmonlee,"['Limber', 'Reckless', 'Unburden']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,0,0,3,12,3,0,78,120,53,70,50,35,110,87,45,60.48829123,538.333,Kicking Pokémon,1000000,1.5,Sawamularサワムラー,100,106,fighting,,49.8,1,0
Hitmonchan,"['Keen Eye', 'Iron Fist', 'Inner Focus']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,0,0,3,12,3,0,78,105,79,70,50,35,110,76,45,60.48829123,538.333,Punching Pokémon,1000000,1.4,Ebiwalarエビワラー,100,107,fighting,,50.2,1,0
Lickitung,"['Own Tempo', 'Oblivious', 'Cloud Nine']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,55,75,70,90,60,75,30,45,60.48829123,468.333,Licking Pokémon,1000000,1.2,Beroringaベロリンガ,50,108,normal,,65.5,1,0
Koffing,['Levitate'],0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,0,0,5,11,2,0,88,65,95,70,40,60,45,35,190,43.88363883,413.158,Poison Gas Pokémon,1000000,0.6,Dogarsドガース,50,109,poison,,1,1,0
Weezing,['Levitate'],0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,0,0,5,11,2,0,88,90,120,70,65,85,70,60,60,56.23818558,570,Poison Gas Pokémon,1000000,1.2,Matadogasマタドガス,50,110,poison,,9.5,1,0
Rhyhorn,"['Lightningrod', 'Rock Head', 'Reckless']",1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,1,1,4,6,4,2,114,85,95,70,80,30,30,25,120,48.09585513,420,Spikes Pokémon,1250000,1,Sihornサイホーン,50,111,ground,rock,115,1,0
Rhydon,"['Lightningrod', 'Rock Head', 'Reckless']",1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,1,1,4,6,4,2,114,130,120,70,105,45,45,40,60,56.23818558,565,Drill Pokémon,1250000,1.9,Sidonサイドン,50,112,ground,rock,120,1,0
Chansey,"['Natural Cure', 'Serene Grace', 'Healer']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,5,5,140,250,35,105,50,30,67.69924925,610,Egg Pokémon,800000,1.1,Luckyラッキー,0,113,normal,,34.6,1,0
Tangela,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,0,0,4,9,5,0,78,55,115,70,65,100,40,60,45,60.48829123,518.333,Vine Pokémon,1000000,1,Monjaraモンジャラ,50,114,grass,,35,1,0
Kangaskhan,"['Early Bird', 'Scrappy', 'Inner Focus']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,125,100,70,105,60,100,100,45,60.48829123,673.333,Parent Pokémon,1000000,2.2,Garuraガルーラ,0,115,normal,,80,1,0
Horsea,"['Swift Swim', 'Sniper', 'Damp']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,0,0,4,12,2,0,84,40,70,70,30,70,25,60,225,42.51370769,367.667,Dragon Pokémon,1000000,0.4,Tattuタッツー,50,116,water,,8,1,0
Seadra,"['Poison Point', 'Sniper', 'Damp']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,0,0,4,12,2,0,84,65,95,70,55,95,45,85,75,53.33159079,518,Dragon Pokémon,1000000,1.2,Seadraシードラ,50,117,water,,25,1,0
Goldeen,"['Swift Swim', 'Water Veil', 'Lightningrod']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,0,0,4,12,2,0,84,67,60,70,45,35,50,63,225,42.51370769,392.667,Goldfish Pokémon,1000000,0.6,Tosakintoトサキント,50,118,water,,15,1,0
Seaking,"['Swift Swim', 'Water Veil', 'Lightningrod']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,0,0,4,12,2,0,84,92,65,70,80,65,80,68,60,56.23818558,530,Goldfish Pokémon,1000000,1.3,Azumaoアズマオウ,50,119,water,,39,1,0
Staryu,"['Illuminate', 'Natural Cure', 'Analytic']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,0,0,4,12,2,0,84,45,55,70,30,70,55,85,225,42.51370769,412.667,Starshape Pokémon,1250000,0.8,Hitodemanヒトデマン,,120,water,,34.5,1,0
Starmie,"['Illuminate', 'Natural Cure', 'Analytic']",2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,0,0,6,7,5,0,86,75,85,70,60,100,85,115,60,56.23818558,600,Mysterious Pokémon,1250000,1.1,Starmieスターミー,,121,water,psychic,80,1,0
Mr. Mime,"['Soundproof', 'Filter', 'Technician']",1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,1,1,1,12,3,0,110,45,65,70,40,100,120,90,45,60.48829123,543.333,Barrier Pokémon,1000000,1.3,Barrierdバリヤード,50,122,psychic,fairy,54.5,1,0
Scyther,"['Swarm', 'Technician', 'Steadfast']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,1,2,1,9,4,1,117,110,80,70,70,55,80,105,45,60.48829123,583.333,Mantis Pokémon,1000000,1.5,Strikeストライク,50,123,bug,flying,56,1,0
Jynx,"['Oblivious', 'Forewarn', 'Dry Skin']",2,2,1,1,1,1,2,1,2,1,1,0.5,1,1,0.5,2,2,1,0,0,2,10,6,0,68,50,35,70,65,115,95,95,45,60.48829123,538.333,Humanshape Pokémon,1000000,1.4,Rougelaルージュラ,0,124,ice,psychic,40.6,1,0
Electabuzz,"['Static', 'Vital Spirit']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,0,0,3,14,1,0,82,83,57,70,65,95,85,105,45,60.48829123,573.333,Electric Pokémon,1000000,1.1,Elebooエレブー,75.4,125,electric,,30,1,0
Magmar,"['Flame Body', 'Vital Spirit']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,0,0,6,9,3,0,90,95,57,70,65,100,85,93,45,60.48829123,578.333,Spitfire Pokémon,1000000,1.3,Booberブーバー,75.4,126,fire,,44.5,1,0
Pinsir,"['Hyper Cutter', 'Mold Breaker', 'Moxie']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,0,0,3,12,3,0,78,155,120,70,65,65,90,105,45,60.48829123,683.333,Stagbeetle Pokémon,1250000,1.5,Kailiosカイロス,50,127,bug,,55,1,0
Tauros,"['Intimidate', 'Anger Point', 'Sheer Force']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,100,95,70,75,40,70,110,45,60.48829123,573.333,Wild Bull Pokémon,1250000,1.4,Kentaurosケンタロス,100,128,normal,,88.4,1,0
Magikarp,"['Swift Swim', 'Rattled']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,0,0,4,12,2,0,84,10,55,70,20,15,20,80,255,41.55343044,272.353,Fish Pokémon,1250000,0.9,Koikingコイキング,50,129,water,,10,1,0
Gyarados,"['Intimidate', 'Moxie']",0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,1,0,5,10,1,1,115,155,109,70,95,70,130,81,45,60.48829123,723.333,Atrocious Pokémon,1250000,6.5,Gyaradosギャラドス,50,130,water,flying,235,1,0
Lapras,"['Water Absorb', 'Shell Armor', 'Hydration']",1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,0,1,1,12,4,0,80,85,80,70,130,85,95,60,45,60.48829123,618.333,Transport Pokémon,1250000,2.5,Laplaceラプラス,50,131,water,ice,220,1,0
Ditto,"['Limber', 'Imposter']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,48,48,70,48,48,48,48,35,64.76398522,375.143,Transform Pokémon,1000000,0.3,Metamonメタモン,,132,normal,,4,1,0
Eevee,"['Run Away', 'Adaptability', 'Anticipation']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,55,50,70,55,45,65,55,45,60.48829123,408.333,Evolution Pokémon,1000000,0.3,Eievuiイーブイ,88.1,133,normal,,6.5,1,0
Vaporeon,"['Water Absorb', 'Hydration']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,0,0,4,12,2,0,84,65,60,70,130,110,95,65,45,60.48829123,608.333,Bubble Jet Pokémon,1000000,1,Showersシャワーズ,88.1,134,water,,29,1,0
Jolteon,"['Volt Absorb', 'Quick Feet']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,0,0,3,14,1,0,82,65,60,70,65,110,95,130,45,60.48829123,608.333,Lightning Pokémon,1000000,0.8,Thundersサンダース,88.1,135,electric,,24.5,1,0
Flareon,"['Flash Fire', 'Guts']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,0,0,6,9,3,0,90,130,60,70,65,95,110,65,45,60.48829123,608.333,Flame Pokémon,1000000,0.9,Boosterブースター,88.1,136,fire,,25,1,0
Porygon,"['Trace', 'Download', 'Analytic']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,60,70,70,65,85,75,40,45,60.48829123,478.333,Virtual Pokémon,1000000,0.8,Porygonポリゴン,,137,normal,,36.5,1,0
Omanyte,"['Swift Swim', 'Shell Armor', 'Weak Armor']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,0,1,4,9,3,1,91,40,100,70,35,90,55,35,45,60.48829123,438.333,Spiral Pokémon,1000000,0.4,Omniteオムナイト,88.1,138,rock,water,7.5,1,0
Omastar,"['Swift Swim', 'Shell Armor', 'Weak Armor']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,0,1,4,9,3,1,91,60,125,70,70,115,70,55,45,60.48829123,578.333,Spiral Pokémon,1000000,1,Omstarオムスター,88.1,139,rock,water,35,1,0
Kabuto,"['Swift Swim', 'Battle Armor', 'Weak Armor']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,0,1,4,9,3,1,91,80,90,70,30,55,45,55,45,60.48829123,438.333,Shellfish Pokémon,1000000,0.5,Kabutoカブト,88.1,140,rock,water,11.5,1,0
Kabutops,"['Swift Swim', 'Battle Armor', 'Weak Armor']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,0,1,4,9,3,1,91,115,105,70,60,65,70,80,45,60.48829123,578.333,Shellfish Pokémon,1000000,1.3,Kabutopsカブトプス,88.1,141,rock,water,40.5,1,0
Aerodactyl,"['Rock Head', 'Pressure', 'Unnerve']",0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,1,0,5,7,5,0,110,135,85,70,80,70,95,150,45,60.48829123,698.333,Fossil Pokémon,1250000,1.8,Pteraプテラ,88.1,142,rock,flying,59,1,0
Snorlax,"['Immunity', 'Thick Fat', 'Gluttony']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,110,65,70,160,65,110,30,25,71.5338279,634,Sleeping Pokémon,1250000,2.1,Kabigonカビゴン,88.1,143,normal,,460,1,0
Articuno,"['Pressure', 'Snow Cloak']",0.5,1,1,2,1,1,2,1,1,0.5,0,1,1,1,1,4,2,1,1,0,2,11,3,1,99,85,100,35,90,95,125,85,3,209.5903274,815,Freeze Pokémon,1250000,1.7,Freezerフリーザー,,144,ice,flying,55.4,1,1
Zapdos,"['Pressure', 'Static']",0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,1,0,5,10,2,0,116,90,85,35,90,125,90,100,3,209.5903274,815,Electric Pokémon,1250000,1.6,Thunderサンダー,,145,electric,flying,52.6,1,1
Moltres,"['Pressure', 'Flame Body']",0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,1,2,4,8,2,1,133,100,90,35,90,125,85,90,3,209.5903274,815,Flame Pokémon,1250000,2,Fireファイヤー,,146,fire,flying,60,1,1
Dratini,"['Shed Skin', 'Marvel Scale']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,0,0,4,11,3,0,82,64,45,35,41,50,50,50,45,60.48829123,348.333,Dragon Pokémon,1250000,1.8,Miniryuミニリュウ,50,147,dragon,,3.3,1,0
Dragonair,"['Shed Skin', 'Marvel Scale']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,0,0,4,11,3,0,82,84,65,35,61,70,70,70,45,60.48829123,468.333,Dragon Pokémon,1250000,4,Hakuryuハクリュー,50,148,dragon,,16.5,1,0
Dragonite,"['Inner Focus', 'Multiscale']",0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,1,1,4,8,3,1,119,134,95,35,91,100,100,80,45,60.48829123,648.333,Dragon Pokémon,1250000,2.2,Kairyuカイリュー,50,149,dragon,flying,210,1,0
Mewtwo,"['Pressure', 'Unnerve']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,0,0,2,13,3,0,74,150,70,0,106,194,120,140,3,209.5903274,980,Genetic Pokémon,1250000,2,Mewtwoミュウツー,,150,psychic,,122,1,1
Mew,['Synchronize'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,0,0,2,13,3,0,74,100,100,100,100,100,100,100,45,60.48829123,713.333,New Species Pokémon,1059860,0.4,Mewミュウ,,151,psychic,,4,1,1
Chikorita,"['Overgrow', 'Leaf Guard']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,0,0,4,9,5,0,78,49,65,70,45,49,65,45,45,60.48829123,401.333,Leaf Pokémon,1059860,0.9,Chicoritaチコリータ,88.1,152,grass,,6.4,2,0
Bayleef,"['Overgrow', 'Leaf Guard']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,0,0,4,9,5,0,78,62,80,70,60,63,80,60,45,60.48829123,488.333,Leaf Pokémon,1059860,1.2,Bayleafベイリーフ,88.1,153,grass,,15.8,2,0
Meganium,"['Overgrow', 'Leaf Guard']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,0,0,4,9,5,0,78,82,100,70,80,83,100,80,45,60.48829123,608.333,Herb Pokémon,1059860,1.8,Meganiumメガニウム,88.1,154,grass,,100.5,2,0
Cyndaquil,"['Blaze', 'Flash Fire']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,0,0,6,9,3,0,90,52,43,70,39,60,50,65,45,60.48829123,392.333,Fire Mouse Pokémon,1059860,0.5,Hinoarashiヒノアラシ,88.1,155,fire,,7.9,2,0
Quilava,"['Blaze', 'Flash Fire']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,0,0,6,9,3,0,90,64,58,70,58,80,65,80,45,60.48829123,488.333,Volcano Pokémon,1059860,0.9,Magmarashiマグマラシ,88.1,156,fire,,19,2,0
Typhlosion,"['Blaze', 'Flash Fire']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,0,0,6,9,3,0,90,84,78,70,78,109,85,100,45,60.48829123,617.333,Volcano Pokémon,1059860,1.7,Bakphoonバクフーン,88.1,157,fire,,79.5,2,0
Totodile,"['Torrent', 'Sheer Force']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,0,0,4,12,2,0,84,65,64,70,50,44,48,43,45,60.48829123,397.333,Big Jaw Pokémon,1059860,0.6,Waninokoワニノコ,88.1,158,water,,9.5,2,0
Croconaw,"['Torrent', 'Sheer Force']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,0,0,4,12,2,0,84,80,80,70,65,59,63,58,45,60.48829123,488.333,Big Jaw Pokémon,1059860,1.1,Alligatesアリゲイツ,88.1,159,water,,25,2,0
Feraligatr,"['Torrent', 'Sheer Force']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,0,0,4,12,2,0,84,105,100,70,85,79,83,78,45,60.48829123,613.333,Big Jaw Pokémon,1059860,2.3,Ordileオーダイル,88.1,160,water,,88.8,2,0
Sentret,"['Run Away', 'Keen Eye', 'Frisk']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,46,34,70,35,35,45,20,255,41.55343044,287.353,Scout Pokémon,1000000,0.8,Otachiオタチ,50,161,normal,,6,2,0
Furret,"['Run Away', 'Keen Eye', 'Frisk']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,76,64,70,85,45,55,90,90,51.17072191,491.667,Long Body Pokémon,1000000,1.8,Ootachiオオタチ,50,162,normal,,32.5,2,0
Hoothoot,"['Insomnia', 'Keen Eye', 'Tinted Lens']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,2,0,2,11,3,0,130,30,30,70,60,36,56,50,255,41.55343044,334.353,Owl Pokémon,1000000,0.7,Hohoホーホー,50,163,normal,flying,21.2,2,0
Noctowl,"['Insomnia', 'Keen Eye', 'Tinted Lens']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,2,0,2,11,3,0,130,50,50,70,100,86,96,70,90,51.17072191,528.667,Owl Pokémon,1000000,1.6,Yorunozukuヨルノズク,50,164,normal,flying,40.8,2,0
Ledyba,"['Swarm', 'Early Bird', 'Rattled']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,1,2,1,9,4,1,117,20,30,70,40,40,80,55,255,41.55343044,337.353,Five Star Pokémon,800000,1,Redibaレディバ,50,165,bug,flying,10.8,2,0
Ledian,"['Swarm', 'Early Bird', 'Iron Fist']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,1,2,1,9,4,1,117,35,50,70,55,55,110,85,90,51.17072191,466.667,Five Star Pokémon,800000,1.4,Redianレディアン,50,166,bug,flying,35.6,2,0
Spinarak,"['Swarm', 'Insomnia', 'Sniper']",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,0,2,3,9,4,0,100,60,40,70,40,40,40,30,255,41.55343044,322.353,String Spit Pokémon,800000,0.5,Itomaruイトマル,50,167,bug,poison,8.5,2,0
Ariados,"['Swarm', 'Insomnia', 'Sniper']",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,0,2,3,9,4,0,100,90,70,70,70,60,70,40,90,51.17072191,476.667,Long Leg Pokémon,800000,1.1,Ariadosアリアドス,50,168,bug,poison,33.5,2,0
Crobat,"['Inner Focus', 'Infiltrator']",0.25,1,1,2,0.5,0.25,1,1,1,0.25,0,2,1,0.5,2,2,1,1,1,3,2,8,4,0,136,90,80,70,85,70,80,130,90,51.17072191,611.667,Bat Pokémon,1000000,1.8,Crobatクロバット,50,169,poison,flying,75,2,0
Chinchou,"['Volt Absorb', 'Illuminate', 'Water Absorb']",1,1,1,1,1,1,0.5,0.5,1,2,2,0.5,1,1,1,1,0.25,0.5,0,1,4,11,2,0,96,38,38,70,75,56,56,67,190,43.88363883,403.158,Angler Pokémon,1250000,0.5,Chonchieチョンチー,50,170,water,electric,12,2,0
Lanturn,"['Volt Absorb', 'Illuminate', 'Water Absorb']",1,1,1,1,1,1,0.5,0.5,1,2,2,0.5,1,1,1,1,0.25,0.5,0,1,4,11,2,0,96,58,58,70,125,76,76,67,75,53.33159079,538,Light Pokémon,1250000,1.2,Lanternランターン,50,171,water,electric,22.5,2,0
Pichu,"['Static', 'Lightningrod']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,0,0,3,14,1,0,82,40,15,70,20,35,35,60,190,43.88363883,278.158,Tiny Mouse Pokémon,1000000,0.3,Pichuピチュー,50,172,electric,,2,2,0
